Rec #,Establishment ID,Inspection ID,Establishment Name,Establishment Type,Establishment Address,Latitude,Longitude,Establishment Status,Min. Inspections Per Year,Infraction Details,Inspection Date,Severity,Action,Outcome,Amount Fined
30116,10640196,105266352,NICE & EASY RESTAURANT & BAR INC,Restaurant,"415 OAKDALE RD, Bldg-403",43.74922,-79.52674,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/16/2023,M - Minor,Notice to Comply,,
30117,10640196,105266352,NICE & EASY RESTAURANT & BAR INC,Restaurant,"415 OAKDALE RD, Bldg-403",43.74922,-79.52674,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/16/2023,M - Minor,Notice to Comply,,
30118,10694212,105266111,NOODLE ME,Restaurant,2422 BLOOR ST W,43.64975,-79.48378,Pass,3,Fail to protect food from contamination or adulteration - Sec. 26(1) ,10/16/2023,C - Crucial,Notice to Comply,,
30119,10694212,105266111,NOODLE ME,Restaurant,2422 BLOOR ST W,43.64975,-79.48378,Pass,3,Store ice in unsanitary manner - Sec.  26(5) ,10/16/2023,C - Crucial,Notice to Comply,,
30120,10694212,105266111,NOODLE ME,Restaurant,2422 BLOOR ST W,43.64975,-79.48378,Pass,3,Operate food premise - mechanical equipment not constructed to maintain rinse water at 82 C - Sec. 20(1)(a)(ii)(A) ,10/16/2023,S - Significant,Notice to Comply,,
30121,10694212,105266111,NOODLE ME,Restaurant,2422 BLOOR ST W,43.64975,-79.48378,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/16/2023,M - Minor,Notice to Comply,,
30122,10694212,105266111,NOODLE ME,Restaurant,2422 BLOOR ST W,43.64975,-79.48378,Pass,3,Fail to protect against harbouring of pests - Sec. 13(1),10/16/2023,S - Significant,Notice to Comply,,
30123,10641673,105266071,NORA SHAWRMA AND KABOB,Restaurant,339A COLLEGE ST,43.65745,-79.40279,Pass,3,Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ,10/16/2023,M - Minor,Notice to Comply,,
30124,10641673,105266071,NORA SHAWRMA AND KABOB,Restaurant,339A COLLEGE ST,43.65745,-79.40279,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/16/2023,M - Minor,Notice to Comply,,
30125,10641673,105266071,NORA SHAWRMA AND KABOB,Restaurant,339A COLLEGE ST,43.65745,-79.40279,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN CEILING IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/16/2023,M - Minor,Notice to Comply,,
30126,10759703,105265843,NOW & LATER,Restaurant,1007 BLOOR ST W,43.66073,-79.43041,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/16/2023,M - Minor,Notice to Comply,,
30127,10759703,105265843,NOW & LATER,Restaurant,1007 BLOOR ST W,43.66073,-79.43041,Pass,2,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,10/16/2023,NA - Not Applicable,Notice to Comply,,
30128,10648006,105265649,OLLY FRESCO'S,Restaurant,"18 YORK ST, Unit-200",43.64326,-79.38224,Pass,2,,10/16/2023,,,,
30129,9011954,105266598,PHO PASTEUR,Restaurant,525 DUNDAS ST W,43.65261,-79.39903,Pass,3,,10/16/2023,,,,
30130,10738742,105266102,PI CO.,Restaurant,432 CHURCH ST,43.66164,-79.37958,Pass,2,,10/16/2023,,,,
30131,10513894,105265898,PIZZERIA LIBRETTO,Restaurant,155 UNIVERSITY AVE,43.6485,-79.38502,Pass,3,,10/16/2023,,,,
30132,9416959,105265511,PROVIDENCE HEALTHCARE CAFETERIA,Cafeteria - Public Access,3276 ST CLAIR AVE E,43.71397,-79.2852,Pass,3,Operate food premise - equipment not constructed to permit cleaning - Sec. 9,10/16/2023,M - Minor,Notice to Comply,,
30133,10712886,105266052,RABBA MARKET EXPRESS,Food Take Out,2275 LAKE SHORE BLVD W,43.61958,-79.48534,Pass,2,,10/16/2023,,,,
30134,10719695,105265526,ROSEMARY AND THYME RESTAURANT,Restaurant,2798 VICTORIA PARK AVE,43.78812,-79.32944,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/16/2023,M - Minor,Notice to Comply,,
30135,10622396,105238818,ROUTE 401 DINER,Restaurant,2 RONSON DR,43.70099,-79.56248,Pass,2,,10/16/2023,,,,
30136,10701272,105265555,ROYAL PAAN,Restaurant,671 MARKHAM RD,43.76181,-79.22454,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/16/2023,M - Minor,Notice to Comply,,
30137,10701272,105265555,ROYAL PAAN,Restaurant,671 MARKHAM RD,43.76181,-79.22454,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/16/2023,M - Minor,Notice to Comply,,
30138,10714445,105265973,RUCHI #1,Food Take Out,"1275 MORNINGSIDE AVE, Unit-22,24",43.80337,-79.19912,Pass,3,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,10/16/2023,S - Significant,Corrected During Inspection,,
30139,10714445,105265973,RUCHI #1,Food Take Out,"1275 MORNINGSIDE AVE, Unit-22,24",43.80337,-79.19912,Pass,3,Food premise not maintained to permit cleaning of walls  - Sec. 7(1)(d) ,10/16/2023,M - Minor,Notice to Comply,,
30140,10378650,105266757,SAM'S FOOD STORE,Food Store (Convenience/Variety),339 COLLEGE ST,43.65745,-79.40279,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/16/2023,M - Minor,Notice to Comply,,
30141,10796022,105266206,SLIDER STATION,Food Take Out,"80 ELLESMERE RD, Unit-2",43.75936,-79.31085,Pass,2,,10/16/2023,,,,
30142,10715558,105266425,SMOKESHOW BBQ & BREW,Restaurant,744 MOUNT PLEASANT RD,43.70717,-79.39001,Pass,2,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) ,10/16/2023,C - Crucial,Notice to Comply,,
30143,10715558,105266425,SMOKESHOW BBQ & BREW,Restaurant,744 MOUNT PLEASANT RD,43.70717,-79.39001,Pass,2,USE UTENSILS NOT IN GOOD REPAIR - SEC. 8(1)(B) ,10/16/2023,S - Significant,Corrected During Inspection,,
30144,10715558,105266425,SMOKESHOW BBQ & BREW,Restaurant,744 MOUNT PLEASANT RD,43.70717,-79.39001,Pass,2,Use dirty cloth for cleaning food contact surface - Sec. 16(b),10/16/2023,S - Significant,Notice to Comply,,
30145,10715558,105266425,SMOKESHOW BBQ & BREW,Restaurant,744 MOUNT PLEASANT RD,43.70717,-79.39001,Pass,2,Food premise not maintained with ceilings in good repair in food-handling room - Sec. 7(1)(g)  ,10/16/2023,M - Minor,Notice to Comply,,
30146,10715558,105266425,SMOKESHOW BBQ & BREW,Restaurant,744 MOUNT PLEASANT RD,43.70717,-79.39001,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/16/2023,M - Minor,Notice to Comply,,
30147,10715558,105266425,SMOKESHOW BBQ & BREW,Restaurant,744 MOUNT PLEASANT RD,43.70717,-79.39001,Pass,2,OPERATE FOOD PREMISE - FAIL TO KEEP SANITARY FACILITY SANITARY - SEC. 25(2),10/16/2023,S - Significant,Notice to Comply,,
30148,10715558,105266425,SMOKESHOW BBQ & BREW,Restaurant,744 MOUNT PLEASANT RD,43.70717,-79.39001,Pass,2,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,10/16/2023,NA - Not Applicable,Notice to Comply,,
30149,10715558,105266425,SMOKESHOW BBQ & BREW,Restaurant,744 MOUNT PLEASANT RD,43.70717,-79.39001,Pass,2,Fail to Produce Most Recent Food Safety Inspection Report(s) - Sec. 545-157(E)(5),10/16/2023,NA - Not Applicable,Notice to Comply,,
30150,10715558,105266425,SMOKESHOW BBQ & BREW,Restaurant,744 MOUNT PLEASANT RD,43.70717,-79.39001,Pass,2,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) ,10/16/2023,C - Crucial,Notice to Comply,,
30151,10453772,105265818,ST. LOUIS BAR & GRILL,Restaurant,92 KING ST E,43.65001,-79.37458,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/16/2023,M - Minor,Notice to Comply,,
30152,10724492,105263835,ST. LOUIS BAR & GRILL,Restaurant,"557 DIXON RD, Unit-127-130",43.69006,-79.57165,Pass,2,,10/16/2023,,,,
30153,10794900,105259360,ST. MARGARET C.S,Child Care - Food Preparation,85 CARMICHAEL AVE,43.73584,-79.42663,Pass,1,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,10/16/2023,S - Significant,Corrected During Inspection,,
30154,10533296,105213014,STARBUCKS,Restaurant,300 FRONT ST W,43.64406,-79.38944,Pass,2,,10/16/2023,,,,
30155,10699885,105266276,SU FRUIT MARKET,Food Store (Convenience/Variety),1175 ST CLAIR AVE W,43.67766,-79.44336,Pass,1,Food premise not maintained to permit cleaning of walls  - Sec. 7(1)(d) ,10/16/2023,M - Minor,Not in Compliance,,
30156,10773754,105266044,SUBWAY,Restaurant,"1160 MORNINGSIDE AVE, Unit-A",43.80111,-79.19979,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/16/2023,M - Minor,Notice to Comply,,
30157,10540054,105265993,SUSHI BAY,Restaurant,1028 COXWELL AVE,43.69673,-79.32939,Pass,2,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM EQUIPMENT NOT REGULARLY USED - SEC. 7(1)(F)   ,10/16/2023,M - Minor,Notice to Comply,,
30158,10540054,105265993,SUSHI BAY,Restaurant,1028 COXWELL AVE,43.69673,-79.32939,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/16/2023,M - Minor,Notice to Comply,,
30159,10795072,105266154,SWISS CHALET,Restaurant,"3150 DUFFERIN ST, Unit-102",43.71717,-79.4556,Pass,3,,10/16/2023,,,,
30160,10775426,105265525,TAGPUAN,Food Take Out,2806 VICTORIA PARK AVE,43.78812,-79.32944,Pass,2,,10/16/2023,,,,
30161,10795947,105265736,TAHINI'S RESTAURANT,Restaurant,233 COLLEGE ST,43.65812,-79.39779,Pass,3,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1),10/16/2023,C - Crucial,Notice to Comply,,
30162,10795947,105265736,TAHINI'S RESTAURANT,Restaurant,233 COLLEGE ST,43.65812,-79.39779,Pass,3,Fail to provide adequate number of handwashing stations - Sec. 7(3)(c)   ,10/16/2023,S - Significant,Notice to Comply,,
30163,10721605,105265094,THAI JALEARN,Restaurant,4911 DUNDAS ST W,43.64975,-79.43313,Pass,2,Fail to protect against entry of pests - Sec. 13(1),10/16/2023,M - Minor,Notice to Comply,,
30164,10721605,105265094,THAI JALEARN,Restaurant,4911 DUNDAS ST W,43.64975,-79.43313,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/16/2023,M - Minor,Notice to Comply,,
30165,10664224,105265840,THE ALLEY,Restaurant,621 BLOOR ST W,43.66444,-79.41412,Pass,2,,10/16/2023,,,,
30166,10778444,105266488,THE BHAIS SHAWARMA & GRILL,Food Take Out,"222 THE ESPLANADE, Unit-3",43.64944,-79.36544,Pass,3,Fail to process food in manner safe to eat - Sec. 26(2),10/16/2023,C - Crucial,Notice to Comply,,
30167,9016098,105266091,THE ELMWOOD SPA,Restaurant,18 ELM ST,43.6579,-79.38275,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN CEILING IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/16/2023,M - Minor,Notice to Comply,,
30168,10699658,105264708,THE GREAT CANADIAN BAGEL,Food Take Out,"2200 YONGE ST, Unit-FC08",43.70604,-79.39855,Pass,2,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1),10/16/2023,C - Crucial,Notice to Comply,,
30169,10699658,105264708,THE GREAT CANADIAN BAGEL,Food Take Out,"2200 YONGE ST, Unit-FC08",43.70604,-79.39855,Pass,2,Fail to protect food from contamination or adulteration - Sec. 26(1) ,10/16/2023,C - Crucial,Notice to Comply,,
30170,10699658,105264708,THE GREAT CANADIAN BAGEL,Food Take Out,"2200 YONGE ST, Unit-FC08",43.70604,-79.39855,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/16/2023,M - Minor,Notice to Comply,,
30171,10358983,105266492,THE OLDE STONE COTTAGE PUB,Restaurant,3750 KINGSTON RD,43.74693,-79.20913,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/16/2023,M - Minor,Notice to Comply,,
30172,10358983,105266492,THE OLDE STONE COTTAGE PUB,Restaurant,3750 KINGSTON RD,43.74693,-79.20913,Pass,2,Fail to protect against harbouring of pests - Sec. 13(1),10/16/2023,S - Significant,Notice to Comply,,
30173,10702492,105266392,THRISTY FOX PUB,Restaurant,1028 EGLINTON AVE W,43.70024,-79.43013,Pass,2,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ,10/16/2023,M - Minor,Notice to Comply,,
30174,10702492,105266392,THRISTY FOX PUB,Restaurant,1028 EGLINTON AVE W,43.70024,-79.43013,Pass,2,Fail to protect against entry of pests - Sec. 13(1),10/16/2023,M - Minor,Notice to Comply,,
30175,10702492,105266392,THRISTY FOX PUB,Restaurant,1028 EGLINTON AVE W,43.70024,-79.43013,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/16/2023,M - Minor,Notice to Comply,,
30176,9016288,105265590,TIM HORTONS,Restaurant,5250 DUNDAS ST W,43.63837,-79.53894,Pass,2,,10/16/2023,,,,
30177,10515052,105266135,The Daily Perk,Food Take Out,777 VICTORIA PARK AVE,43.69454,-79.28916,Pass,2,Operate food premise - equipment not constructed to permit cleaning - Sec. 9,10/16/2023,M - Minor,Notice to Comply,,
30178,10515052,105266135,The Daily Perk,Food Take Out,777 VICTORIA PARK AVE,43.69454,-79.28916,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/16/2023,M - Minor,Notice to Comply,,
30179,10504722,105258490,Tim Hortons,Food Take Out,3276 ST CLAIR AVE E,43.71397,-79.2852,Pass,2,Operate food premise - equipment not constructed to permit cleaning - Sec. 9,10/16/2023,M - Minor,Notice to Comply,,
30180,10504722,105258490,Tim Hortons,Food Take Out,3276 ST CLAIR AVE E,43.71397,-79.2852,Pass,2,Fail to protect against entry of pests - Sec. 13(1),10/16/2023,M - Minor,Notice to Comply,,
30181,10504722,105258490,Tim Hortons,Food Take Out,3276 ST CLAIR AVE E,43.71397,-79.2852,Pass,2,Fail to protect against harbouring of pests - Sec. 13(1),10/16/2023,S - Significant,Notice to Comply,,
30182,10551836,105266059,WELCOME VARIETY & LOTTO CENTRE,Food Store (Convenience/Variety),324 WESTON RD,43.67871,-79.47419,Pass,1,,10/16/2023,,,,
30183,10544633,105265591,WENDY'S,Restaurant,5250 DUNDAS ST W,43.63837,-79.53894,Pass,2,,10/16/2023,,,,
30184,10795949,105265756,WENDY'S,Restaurant,707 MARKHAM RD,43.76252,-79.22601,Pass,2,,10/16/2023,,,,
30185,10604740,105264323,WIKKI HUT,Food Court Vendor,4841 YONGE ST,43.76226,-79.41083,Pass,3,,10/16/2023,,,,
30186,10685043,105265889,WIKKI HUT,Food Court Vendor,"700 LAWRENCE AVE W, Unit-247A",43.71693,-79.44743,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/16/2023,M - Minor,Notice to Comply,,
30187,10685043,105265889,WIKKI HUT,Food Court Vendor,"700 LAWRENCE AVE W, Unit-247A",43.71693,-79.44743,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/16/2023,M - Minor,Notice to Comply,,
30188,10427945,105265914,WOK OF ASIA,Restaurant,"6640 FINCH AVE W, Unit-7-8",43.73413,-79.60589,Pass,2,,10/16/2023,,,,
30189,9017624,105266171,WOLFIE'S,Restaurant,670 SHEPPARD AVE W,43.75497,-79.44246,Pass,2,,10/16/2023,,,,
30190,9017671,105262958,WORLDLY FOOD,Food Caterer,"3535 BATHURST ST, Flr-2 Rear",43.72964,-79.43181,Pass,3,,10/16/2023,,,,
30191,10494225,105266126,YASU,Restaurant,81 HARBORD ST,43.66275,-79.40318,Pass,3,Fail to protect against entry of pests - Sec. 13(1),10/16/2023,M - Minor,Notice to Comply,,
30192,10494225,105266126,YASU,Restaurant,81 HARBORD ST,43.66275,-79.40318,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/16/2023,M - Minor,Notice to Comply,,
30193,9017863,105265661,YORKVIEW KIDS CARE- NORTH YORK,Child Care - Catered,130 YORKVIEW DR,43.77258,-79.43557,Pass,2,,10/16/2023,,,,
30194,10776776,105267277,17 TILES,Food Store (Convenience/Variety),"556 YONGE ST, Bldg-FLOOR 2-3",43.66453,-79.38464,Pass,2,,10/17/2023,,,,
30195,10270546,105266895,ADELAIDE RESOURCE CENTRE FOR WOMEN,Cafeteria - Private Access,67 ADELAIDE ST E,43.6509,-79.37519,Pass,3,,10/17/2023,,,,
30196,10418604,105267210,ALICE'S PLACE,Restaurant,554 PARLIAMENT ST,43.667,-79.36906,Pass,2,Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ,10/17/2023,M - Minor,Notice to Comply,,
30197,10418604,105267210,ALICE'S PLACE,Restaurant,554 PARLIAMENT ST,43.667,-79.36906,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30198,10747381,105266868,APNA BAZAR,Food Take Out,"56 FOREST MANOR RD, Unit-2",43.77327,-79.34505,Pass,2,USE UTENSILS NOT FREE FROM OPEN SEAMS IN CONTACT WITH FOOD - SEC. 8(2)(B)  ,10/17/2023,S - Significant,Corrected During Inspection,,
30199,10747381,105266868,APNA BAZAR,Food Take Out,"56 FOREST MANOR RD, Unit-2",43.77327,-79.34505,Pass,2,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,10/17/2023,S - Significant,Corrected During Inspection,,
30200,10679779,105266972,AVENUE CAFE + BISTRO,Restaurant,490 UNIVERSITY AVE,43.65519,-79.38907,Pass,2,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO MAINTAIN RINSE WATER AT 82 C - SEC. 20(1)(A)(II)(A) ,10/17/2023,S - Significant,Corrected During Inspection,,
30201,10679779,105266972,AVENUE CAFE + BISTRO,Restaurant,490 UNIVERSITY AVE,43.65519,-79.38907,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30202,10252292,105267044,BANJARA INDIAN CUISINE,Restaurant,796 BLOOR ST W,43.6629,-79.42184,Pass,3,Fail to protect food from contamination or adulteration - Sec. 26(1) ,10/17/2023,C - Crucial,Notice to Comply,,
30203,9069996,105263808,BISHOP ALLEN ACADEMY CATHOLIC SCHOOL,Secondary School Food Services,721 ROYAL YORK RD,43.63444,-79.50447,Pass,2,,10/17/2023,,,,
30204,10595510,105267129,BOBO TEA & JUICE,Food Take Out,62 FORT YORK BLVD,43.64007,-79.39638,Pass,2,,10/17/2023,,,,
30205,10763585,105266971,BOOSTER JUICE - Hawk's Nest,Food Court Vendor,"205 HUMBER COLLEGE BLVD, Bldg-C",43.72917,-79.60684,Pass,2,,10/17/2023,,,,
30206,9001852,105267497,BREAD KING BAKERIES,Bakery,"462 BIRCHMOUNT RD, Unit-31",43.70729,-79.2696,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30207,9001936,105266807,BROWN BROTHERS MEATS & POULTRY,Butcher Shop,"91 FRONT ST E, Unit-46",43.64908,-79.37213,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30208,10626732,105266928,BUSTER'S SEA COVE,Food Take Out,91 FRONT ST E,43.64908,-79.37213,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30209,10569916,105208167,CAFE DINAH E,Restaurant,"124 EGLINTON AVE W, Unit-3",43.70616,-79.40248,Pass,2,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,10/17/2023,M - Minor,Notice to Comply,,
30210,10569916,105208167,CAFE DINAH E,Restaurant,"124 EGLINTON AVE W, Unit-3",43.70616,-79.40248,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30211,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1),10/17/2023,C - Crucial,Notice to Comply,,
30212,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,Fail to protect food from contamination or adulteration - Sec. 26(1) ,10/17/2023,C - Crucial,Notice to Comply,,
30213,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,USE UTENSILS NOT OF READILY CLEANABLE FORM - SEC.  8(1)(C),10/17/2023,S - Significant,Notice to Comply,,
30214,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,USE FOOD EQUIPMENT NOT OF SOUND AND TIGHT CONSTRUCTION - SEC. 8(1)(A) ,10/17/2023,S - Significant,Notice to Comply,,
30215,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,USE EQUIPMENT NOT FREE FROM CREVICES IN CONTACT WITH FOOD - SEC.  8(2)(B)  ,10/17/2023,S - Significant,Notice to Comply,,
30216,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO MAINTAIN WASH WATER BETWEEN 60 C AND 71 C - SEC. 20(1)(A)(I) ,10/17/2023,S - Significant,Notice to Comply,,
30217,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,10/17/2023,S - Significant,Notice to Comply,,
30218,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30219,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,10/17/2023,M - Minor,Notice to Comply,,
30220,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,Handwashing stations not conveniently accessible by food handlers - Sec. 7(3)(c)   ,10/17/2023,S - Significant,Notice to Comply,,
30221,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),10/17/2023,S - Significant,Notice to Comply,,
30222,10767822,105266744,CAFE LANDWER,Restaurant,"3401 DUFFERIN ST, Unit-612A",43.72608,-79.45147,Pass,2,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) ,10/17/2023,C - Crucial,Notice to Comply,,
30223,10790999,105267093,CANOPY BY HILTON TORONTO - YORKVILLE (VIRTU CAFE),Restaurant,387 BLOOR ST E,43.67198,-79.37758,Pass,1,,10/17/2023,,,,
30224,10484191,105266903,CHIPOTLE MEXICAN GRILL,Restaurant,1072 DON MILLS RD,43.73522,-79.344,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,10/17/2023,M - Minor,Notice to Comply,,
30225,10663968,105266949,CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",43.6642,-79.38389,Pass,3,Fail to protect against entry of pests - Sec. 13(1),10/17/2023,M - Minor,Notice to Comply,,
30226,10663968,105266949,CHURCH'S CHICKEN,Restaurant,"531 YONGE ST, Bldg-1",43.6642,-79.38389,Pass,3,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,10/17/2023,NA - Not Applicable,Notice to Comply,,
30227,9030251,105267162,CINEPLEX ODEON (MAIN CONCESSION),Food Court Vendor,1025 THE QUEENSWAY,43.62106,-79.51554,Pass,1,,10/17/2023,,,,
30228,10619736,105267164,CINEPLEX ODEON (MELT),Food Take Out,1025 THE QUEENSWAY,43.62106,-79.51554,Pass,1,,10/17/2023,,,,
30229,9030249,105266602,CINEPLEX ODEON (OUT TAKES),Food Court Vendor,1025 THE QUEENSWAY,43.62106,-79.51554,Pass,2,,10/17/2023,,,,
30230,10491996,105267176,CINEPLEX VIP,Restaurant,1025 THE QUEENSWAY,43.62106,-79.51554,Pass,2,,10/17/2023,,,,
30231,10796190,105267341,COLUMBUS CAFE & CO,Restaurant,283 ADELAIDE ST W,43.64774,-79.38994,Pass,2,,10/17/2023,,,,
30232,10675505,105266832,COURTYARD BY MARRIOTT - TORONTO AIRPORT,Restaurant,231 CARLINGVIEW DR,43.68565,-79.59446,Pass,2,,10/17/2023,,,,
30233,10574504,105267160,Chipotle,Food Court Vendor,"300 BOROUGH DR, - Unit-17 &18",43.77629,-79.25802,Pass,2,,10/17/2023,,,,
